"Flights (All Carriers - San Diego, CA: San Diego International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2020,5,"2,927",,"2,927"
2020,6,"2,773",30,"2,803"
2020,7,"4,159",31,"4,190"
2020,8,"4,494",44,"4,538"
2020,9,"3,415",34,"3,449"
2020,10,"3,625",40,"3,665"
2020,11,"3,988",52,"4,040"
2020,12,"3,982",63,"4,045"
2020,TOTAL,"54,150","1,150","55,300"
2021,1,"3,533",63,"3,596"
2021,2,"3,071",55,"3,126"
2021,3,"4,380",51,"4,431"
2021,4,"4,546",57,"4,603"
2021,5,"5,241",65,"5,306"
2021,6,"5,989",64,"6,053"
2021,7,"6,552",67,"6,619"
2021,8,"6,457",92,"6,549"
2021,9,"6,251",85,"6,336"
2021,10,"6,293",122,"6,415"
2021,11,"5,710",150,"5,860"
2021,12,"5,627",197,"5,824"
2021,TOTAL,"63,650","1,068","64,718"
2022,1,"5,438",167,"5,605"
2022,2,"5,283",134,"5,417"
2022,3,"6,265",195,"6,460"
2022,4,"6,600",211,"6,811"
2022,5,"7,065",236,"7,301"
2022,6,"7,822",247,"8,069"
2022,7,"8,197",256,"8,453"
2022,8,"8,130",250,"8,380"
2022,9,"7,724",233,"7,957"
2022,10,"7,754",240,"7,994"
2022,11,"7,477",230,"7,707"
2022,12,"6,842",217,"7,059"
2022,TOTAL,"84,597","2,616","87,213"
2023,1,"6,933",219,"7,152"
2023,2,"6,325",226,"6,551"
2023,3,"7,378",247,"7,625"
2023,4,"7,325",237,"7,562"
2023,5,"7,821",245,"8,066"
2023,6,"7,844",281,"8,125"
2023,7,"8,143",325,"8,468"
2023,8,"7,970",309,"8,279"
2023,9,"7,685",250,"7,935"
2023,10,"8,086",248,"8,334"
2023,11,"7,721",272,"7,993"
2023,12,"7,911",299,"8,210"
2023,TOTAL,"91,142","3,158","94,300"
2024,1,"6,828",268,"7,096"
2024,2,"6,643",242,"6,885"
2024,3,"7,677",285,"7,962"
2024,4,"7,733",306,"8,039"
2024,5,"8,132",335,"8,467"
2024,6,"8,412",364,"8,776"
2024,7,"8,714",405,"9,119"
2024,8,"8,648",369,"9,017"
2024,9,"8,036",274,"8,310"
2024,10,"8,417",279,"8,696"
2024,11,"8,011",243,"8,254"
2024,TOTAL,"87,251","3,370","90,621"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
