"Flights (All Carriers - Salt Lake City, UT: Salt Lake City International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2022,5,"9,237",288,"9,525"
2022,6,"9,428",356,"9,784"
2022,7,"9,811",376,"10,187"
2022,8,"9,872",354,"10,226"
2022,9,"9,291",318,"9,609"
2022,10,"9,079",300,"9,379"
2022,11,"8,550",277,"8,827"
2022,12,"8,503",326,"8,829"
2022,TOTAL,"109,167","3,526","112,693"
2023,1,"8,946",354,"9,300"
2023,2,"8,102",319,"8,421"
2023,3,"9,281",395,"9,676"
2023,4,"8,738",360,"9,098"
2023,5,"9,016",354,"9,370"
2023,6,"9,136",386,"9,522"
2023,7,"9,626",405,"10,031"
2023,8,"9,652",358,"10,010"
2023,9,"9,195",302,"9,497"
2023,10,"9,491",307,"9,798"
2023,11,"8,914",298,"9,212"
2023,12,"9,421",380,"9,801"
2023,TOTAL,"109,518","4,218","113,736"
2024,1,"9,471",372,"9,843"
2024,2,"8,803",350,"9,153"
2024,3,"9,758",423,"10,181"
2024,4,"9,412",366,"9,778"
2024,5,"9,695",397,"10,092"
2024,6,"9,702",407,"10,109"
2024,7,"9,747",448,"10,195"
2024,8,"9,830",416,"10,246"
2024,9,"9,350",372,"9,722"
2024,10,"9,510",380,"9,890"
2024,11,"8,910",360,"9,270"
2024,TOTAL,"104,188","4,291","108,479"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
